ID,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm
SOU01,35.993343,0.151346,33.915077,36.378174,39.64462,5.729542,253.26102,316.132,113.075264,201.11295,550.2167,0.364025,1308.2958,0.17598505,-109.64827,-0.8077976,1645.1785,0.16083235,983.6531,0.36307752,-102.60179,-0.7667771,2710.4146,0.10080517,874.2326,0.42131242,-106.174255,-0.7111619,-23.454517,-0.3021412,-22.68325,13.625492,0.8505146,27.885113,0.39011848
PES05,37.48414,0.16852306,35.536724,37.998634,40.980026,5.443302,412.49384,668.30206,90.44592,97.92044,634.7365,0.33328915,1250.8491,0.18935883,-108.164024,-0.8402439,1733.1357,0.17621228,812.2762,0.492576,-102.35278,-0.8000037,2866.9675,0.102742776,634.1414,0.6471939,-104.768005,-0.7595061,-17.645082,-0.48731068,-3.0991569,9.916382,0.9823347,25.713842,0.42578915
SPC02,36.0968,0.118299596,34.360085,36.187733,38.417694,4.0576096,337.99295,625.13086,62.27284,85.32634,520.71027,0.43376142,1145.4536,0.22901475,-104.66349,-0.8577451,1646.815,0.17104183,729.87415,0.5947621,-92.38445,-0.86691946,2638.4895,0.0962023,872.5548,0.5570662,-90.77033,-0.8926673,-13.1673155,-0.6131657,-6.887396,10.947431,1.2503163,14.673202,0.7797971
BOD03,34.444622,0.24101341,32.118397,37.18078,40.262215,8.143818,279.0895,428.99063,150.07533,280.8174,576.6998,0.41283062,1269.3572,0.19406587,-94.44507,-0.9356792,1646.369,0.17502832,895.54663,0.43425316,-85.48032,-0.91034406,2722.5828,0.10553443,768.7275,0.5694933,-88.90513,-0.8448436,-17.782455,-0.43775967,-8.579746,9.96803,1.2357428,24.838398,0.4401836
BRE11,36.19167,0.16397063,33.729824,36.67772,40.503048,6.773224,272.92026,447.04034,188.90045,389.76627,572.25226,0.3857097,1270.2328,0.1923314,-106.33992,-0.85937434,1667.5815,0.17661645,915.9587,0.5764263,-97.68343,-0.8497565,2706.0005,0.11699842,851.757,0.71149266,-99.20358,-0.82257456,-15.400923,-0.46088672,-7.134967,10.905169,1.1012149,21.28568,0.53220797
LRE10,26.629208,0.19615152,22.748747,26.4705,29.976978,7.2282314,224.25021,336.4224,147.18307,314.92328,615.3989,0.4947942,1109.9467,0.23027839,-49.923237,-1.561917,1667.8042,0.19698867,801.283,0.35245433,-52.305378,-1.3952742,2651.1653,0.11680701,815.03613,0.30382448,-52.79575,-1.377779,-8.039981,-0.71385545,-5.033097,3.4758284,3.340289,12.280048,0.77072567
GRE11,32.348866,0.21049044,29.819557,33.42892,37.50502,7.685463,277.55374,396.26996,115.280975,130.21162,500.3073,0.43783757,1122.1852,0.20351914,-99.13558,-0.91745585,1641.7738,0.19601189,696.3282,0.5696654,-94.967415,-0.8478142,2643.4897,0.11551583,660.79626,0.60035986,-95.113945,-0.8426145,-13.131737,-0.49994093,-5.6660967,8.613738,1.5620276,20.832617,0.5113983
LYO06,34.871986,0.18147011,31.656195,34.912933,39.117836,7.4616413,241.5704,400.41177,216.80992,401.28284,576.8358,0.45263368,1159.6929,0.22929387,-101.535484,-0.8876094,1637.3652,0.19676274,802.14734,0.4697925,-91.80286,-0.8994568,2727.2996,0.11191648,797.4277,0.6340738,-93.27941,-0.8682273,-11.866137,-0.68233234,-0.62767106,8.193664,1.3522604,18.40698,0.60325867
OCM06,36.48517,0.2088713,33.42421,37.10002,41.303944,7.879734,421.61774,648.1716,167.57292,301.42618,544.9928,0.4331592,1153.0331,0.22429086,-116.26476,-0.7528724,1719.0557,0.18559834,774.58875,0.57194644,-103.05197,-0.7543534,2745.9612,0.10189112,641.13184,0.6175485,-101.56319,-0.77266616,-18.619123,-0.57009304,-6.8945656,10.221482,1.7036215,17.743322,0.8800892
LDV08,35.36831,0.20941648,32.45961,36.643185,40.947475,8.487865,314.74704,489.96075,160.19212,250.79135,689.8072,0.35156113,1291.9708,0.18450548,-88.60116,-0.9883307,1702.9811,0.16039582,976.1318,0.42224413,-84.917786,-0.9384617,2741.8188,0.12251602,797.4495,0.47265163,-88.24052,-0.8753623,-13.2817955,-0.53917134,-4.7558317,5.735944,2.4375412,19.163065,0.6686018
SOU06,38.192364,0.15423383,35.20622,38.960136,42.749367,7.543148,218.9306,301.6415,157.62953,369.05002,582.38385,0.31616008,1290.242,0.16258268,-96.9481,-0.9257433,1673.6265,0.15525447,952.1644,0.3806624,-89.95866,-0.8587375,2776.358,0.09218752,857.0965,0.465629,-94.44959,-0.78080875,-22.102531,-0.31970528,-21.822567,12.326778,0.84398794,28.334637,0.4175152
LOR06,35.07531,0.21908236,33.058193,36.868156,40.391468,7.333275,289.15353,457.06534,200.30362,411.77753,646.5792,0.38725245,1244.5033,0.22981025,-79.36635,-1.0578607,1748.053,0.16878578,873.1371,0.4955265,-76.56307,-0.9477899,2807.701,0.098086245,732.8096,0.54326004,-78.55865,-0.90607476,-19.946287,-0.4409912,-7.7789598,8.790259,2.1859515,20.459929,0.8664921
NOR10,26.333683,0.23062837,21.455463,27.4134,29.960861,8.505398,275.57187,402.657,129.11147,246.1007,563.9272,0.48242995,1149.5829,0.20825851,-69.17192,-1.2453622,1616.0242,0.20121759,812.45294,0.35746217,-72.34734,-1.0927153,2632.4104,0.11926855,735.40027,0.35468143,-73.97212,-1.0531008,-11.986117,-0.57196754,-2.5123055,4.511703,2.7220387,18.845673,0.619015
UPS10,35.166985,0.17995568,33.925938,36.413815,39.184315,5.258377,320.952,523.7118,142.0159,332.79593,591.29193,0.38721842,1264.4421,0.19563334,-84.00775,-1.0529749,1681.1133,0.16749245,896.1257,0.4958316,-80.90613,-0.9600669,2735.2678,0.103380896,805.2271,0.619866,-83.817314,-0.9017575,-16.640682,-0.44072643,-4.669127,8.40264,1.5162451,22.453533,0.49259624
HES03,35.909924,0.22363916,29.159472,35.271313,41.032852,11.873381,396.06305,664.6055,178.66287,397.54364,774.53625,0.40082794,979.48645,0.31315905,-128.14494,-0.7125711,1808.1285,0.1916419,784.1301,0.34986207,-115.11558,-0.79584044,2820.145,0.12956889,733.71326,0.37491265,-115.37351,-0.78099227,-2.9612324,-2.577725,1.6587762,4.795952,1.9347985,12.38791,0.87458336
LOR01,32.792603,0.23030275,30.794392,34.78555,38.031136,7.236744,293.1866,424.33652,192.25395,368.91315,575.22626,0.41208676,1259.4926,0.20902048,-62.62323,-1.276781,1688.307,0.1799792,896.7494,0.47737178,-65.2095,-1.0285373,2725.9126,0.10016537,807.26526,0.5299575,-67.24633,-0.97943777,-19.382912,-0.3940048,-6.8647623,7.893711,2.7560465,20.657421,0.96729314
BOD13,28.336233,0.21984926,24.208221,28.633503,33.29208,9.0838585,275.0099,365.44125,167.33458,207.81949,534.0974,0.46477163,1110.338,0.22655642,-78.15678,-1.1330701,1644.9791,0.20189358,711.5635,0.5199545,-83.60482,-0.9389513,2650.1885,0.11363384,644.35547,0.45057666,-83.832115,-0.93158656,-16.38077,-0.44457105,-7.913482,7.936702,1.8130668,23.663183,0.46403274
NOR09,29.753613,0.2364878,23.133993,31.03913,34.772976,11.638983,229.37244,343.35226,141.11443,268.71243,569.76575,0.38035363,1268.4778,0.17658603,-40.710114,-1.6946507,1624.6797,0.18343464,927.591,0.39776212,-49.03643,-1.2354264,2678.2214,0.1062983,799.3927,0.50201654,-52.804512,-1.113542,-15.396895,-0.4448058,-4.9262724,7.9614725,1.9510143,24.297316,0.45150182
OCM03,34.102768,0.19201215,32.181507,35.101017,38.560284,6.3787766,267.63477,420.95746,119.84995,141.72493,565.32587,0.30789953,1149.4346,0.18939298,-87.74261,-1.0137976,1822.2548,0.22552125,863.00116,0.5927366,-93.45598,-0.8180689,2821.0571,0.1129228,568.0444,0.7101625,-92.555756,-0.8292412,-19.21629,-0.40412995,-6.9515595,8.265568,1.7910709,26.095682,0.48096824
PES10,25.005829,0.2611624,21.306957,23.861109,27.309702,6.0027447,396.56598,753.2761,147.66737,226.33728,583.7323,0.4824215,1092.8412,0.25151893,-94.94111,-0.99489737,1620.765,0.20512705,770.3488,0.41446385,-98.84726,-0.8894551,2644.9888,0.12486838,690.0775,0.39218423,-100.011185,-0.8622177,-11.925866,-0.748364,1.1388642,5.1270604,2.0428672,23.117651,0.47197583
CFE04,33.984627,0.22375667,30.527931,36.415417,39.477345,8.949413,261.9771,321.12405,130.70692,127.8599,599.5211,0.3445544,1322.839,0.15530856,-53.628677,-1.3221977,1679.437,0.16082025,1003.5185,0.31608102,-59.477333,-0.97783786,2742.4502,0.10938686,859.3359,0.41617787,-64.29722,-0.86974066,-23.009075,-0.2971162,-11.8403225,9.362539,1.5196594,27.710503,0.45189664
SOU04,36.756058,0.22649573,33.791374,37.448273,43.269405,9.478031,307.19644,464.121,233.8765,476.75745,663.92694,0.29118627,1277.7917,0.17448393,-109.43409,-0.7959464,1747.1265,0.13323376,914.1139,0.4438654,-105.46414,-0.7519927,2864.1624,0.08706564,774.53613,0.5005262,-109.13028,-0.69580495,-22.365967,-0.3574872,-22.18646,9.798909,1.4411545,25.079937,0.538598
UCA05,40.726,0.13437371,37.095547,40.37197,43.795334,6.699787,222.49403,448.13885,183.22322,411.45743,718.08826,0.38213092,1213.2197,0.26835194,-69.0953,-1.240882,1737.3678,0.18213095,897.09576,0.47485468,-59.698986,-1.2302282,2818.5479,0.13059019,757.3154,0.62949944,-63.41974,-1.1176848,-9.702274,-1.1894875,2.6205225,7.479325,1.5490086,17.52667,0.80257744
BOD09,36.271984,0.19759896,34.02476,37.756752,41.175297,7.1505356,339.74155,515.5474,159.07784,276.2222,575.9453,0.46455404,1150.0913,0.24372151,-92.29852,-0.9527143,1708.7737,0.1639642,739.4035,0.6348136,-78.84068,-0.94555473,2757.5085,0.100918695,756.4003,0.7167493,-77.87042,-0.9632051,-14.135244,-0.58263093,-6.4397726,7.882068,1.9629883,14.805531,0.91145116
OCM13,32.884624,0.27767444,23.831827,35.375435,39.855343,16.023516,383.6582,458.79263,215.86075,358.45007,517.18536,0.43089467,1158.4158,0.20731463,-119.7764,-0.73786646,1696.3754,0.19319306,815.101,0.540015,-113.2123,-0.69594336,2712.6653,0.10794107,673.5951,0.6071881,-112.84141,-0.6998686,-21.054966,-0.4461964,-7.5788555,11.43565,1.9407219,23.411343,0.8507076
LRE07,30.087175,0.21133217,25.868029,30.274868,35.18223,9.314203,220.42944,400.38834,144.61299,232.39088,695.4651,0.4777967,1019.99567,0.32029223,-58.17704,-1.3405428,1736.8628,0.2052045,747.23193,0.34375954,-54.60353,-1.311267,2735.489,0.13227817,678.0044,0.3404983,-55.577095,-1.277145,-7.2972603,-0.79954517,-4.8461423,5.8057656,2.1638203,13.217476,0.63276744
POF05,37.33637,0.16482022,35.514812,38.36938,41.30005,5.7852364,258.5508,436.41266,119.78095,334.92435,616.0371,0.38399798,1270.9783,0.19902818,-86.990456,-1.0106692,1693.872,0.16133356,879.6633,0.5238694,-77.483246,-0.9956721,2775.977,0.11196805,836.38885,0.6893743,-80.47596,-0.93167245,-14.737217,-0.52514106,-3.020763,10.933349,1.0332246,21.61185,0.46289602
BOD10,32.81304,0.19454001,29.882305,33.997578,37.395218,7.5129128,258.20316,392.61758,189.97922,362.34756,504.82593,0.41658744,1208.3286,0.18831663,-80.532585,-1.108425,1608.3594,0.18620066,891.2123,0.4562197,-81.83854,-0.9289842,2626.6719,0.111272156,796.6435,0.5679728,-84.09433,-0.88362926,-17.684294,-0.4065717,-7.724569,8.675643,1.8323283,25.210543,0.5506351
LDV10,27.008335,0.15620865,23.931444,26.569439,30.560406,6.6289616,138.66006,237.27907,110.14587,161.25912,478.31772,0.44271588,1163.5646,0.19405316,-62.81109,-1.3804919,1535.6653,0.15996069,793.1611,0.41415688,-71.36793,-1.098971,2541.222,0.1031216,800.5092,0.39504054,-72.989006,-1.0586865,-14.050955,-0.43998113,-2.37487,6.253637,1.4256195,23.52112,0.37437493
OCM18,36.132122,0.19155909,31.795238,36.575356,40.828934,9.033695,334.3705,591.9209,142.16415,301.96832,514.94525,0.43579528,1090.7648,0.20927595,-101.57665,-0.90395856,1650.3651,0.20336169,708.16113,0.5492135,-90.46511,-0.886644,2685.887,0.12304199,691.62354,0.6005838,-90.76663,-0.8742792,-14.633376,-0.64919513,-3.362494,9.593362,1.2709965,22.108412,0.5889607
SPC10,31.745466,0.18389788,28.360325,31.356379,35.256805,6.8964806,316.39343,639.0041,141.76846,333.18488,587.04974,0.46195614,1086.4905,0.24859846,-84.446976,-1.0304514,1668.743,0.19377746,706.6561,0.46389952,-83.1904,-0.96394324,2670.7224,0.104735695,715.014,0.39704785,-80.6281,-1.0109551,-9.929399,-0.84471476,-4.6881323,5.3992205,1.8975892,12.744301,0.7916633
LDV05,37.281837,0.16749571,35.609325,37.8015,41.286476,5.6771507,349.6437,669.93024,144.5857,314.6015,661.42664,0.32580423,1283.2711,0.1985029,-81.89201,-1.0741334,1701.9537,0.16339765,921.3997,0.43812108,-77.898926,-0.9982128,2757.4448,0.11737193,818.0465,0.5159227,-82.679054,-0.90042746,-15.564318,-0.54155463,-3.8667016,8.019388,1.3842809,24.333231,0.49136063
NOR03,33.794598,0.24923463,28.775711,36.36129,40.112316,11.336605,240.40828,343.2058,135.90793,228.51443,598.3342,0.37562072,1281.4996,0.19061723,-65.686134,-1.2667377,1623.9125,0.16410296,932.1444,0.39423382,-61.992176,-1.1669679,2707.9094,0.11486427,844.9477,0.5594306,-67.04039,-1.0367323,-12.460825,-0.5274057,-4.4021373,9.951012,1.2561041,23.434414,0.36688623
CFE10,29.23934,0.19193132,24.54246,30.896843,33.49884,8.956381,198.6116,224.29474,84.476326,108.54371,494.88684,0.36727124,1230.1923,0.17954196,-44.9958,-1.6185327,1571.2418,0.18122147,962.556,0.39589152,-58.832226,-1.0699896,2603.0088,0.12105639,859.81683,0.4918084,-62.865807,-0.9693468,-20.687538,-0.3514858,-8.268433,6.3755717,1.9212437,29.757828,0.35310617
PES06,32.53835,0.2537377,27.7095,30.996614,35.18963,7.4801292,564.5102,969.3498,171.33014,281.45255,565.7463,0.5255957,1102.9746,0.2567752,-94.78008,-0.97316307,1620.5481,0.22944269,764.0184,0.42349443,-90.30287,-0.9383877,2648.5667,0.1303324,632.9718,0.40709925,-90.46077,-0.9236445,-8.537642,-1.2961717,-0.068416804,1.5874711,5.7126274,15.997958,0.83261245
ANT02,40.98907,0.12260853,37.166183,41.008095,45.314957,8.148773,155.28098,210.90218,127.02322,241.14343,709.5259,0.4401375,1216.4181,0.23356868,-54.065174,-1.5355736,1749.1306,0.16971475,956.9463,0.4407449,-40.70318,-1.6393892,2742.015,0.1135208,927.56744,0.5379176,-42.77901,-1.5345618,-7.0371537,-0.8176326,-0.8085546,5.9472685,1.4665635,14.884434,0.55994684
LDV03,37.07722,0.14998478,33.57623,36.488968,41.445034,7.868805,218.63521,433.82245,129.1046,212.63115,626.0664,0.38139156,1283.2493,0.20734498,-96.62978,-0.9476186,1659.4408,0.16561094,921.06647,0.3925928,-89.31563,-0.9253288,2699.263,0.10736115,823.3514,0.48717102,-92.71277,-0.860316,-13.976285,-0.6031428,-2.7710168,9.437702,0.97898394,23.12154,0.48256263
LOR07,34.71678,0.24355501,31.437729,36.618237,41.344482,9.906754,358.3293,550.7209,141.67014,140.98817,574.5075,0.45215565,1186.0349,0.23601925,-79.080536,-1.091486,1692.8811,0.17872433,788.8261,0.5143038,-73.41035,-0.9903532,2746.0662,0.09993364,770.3319,0.584076,-74.3424,-0.96796674,-17.495424,-0.45006686,-7.4559107,10.365773,1.7203187,18.391459,0.8498365
BFC06,38.482533,0.12766346,35.080734,38.791397,42.086555,7.005821,205.24461,406.21436,124.477745,312.7152,648.8492,0.4544335,1233.0693,0.26166326,-84.72034,-1.03861,1673.6438,0.15972432,922.8448,0.4679963,-71.98457,-1.0731657,2665.514,0.13000408,918.80164,0.5171039,-74.233894,-1.0188276,-10.820973,-0.77955705,0.6461256,8.59888,1.1812586,15.85428,0.6363961
SOU15,36.962135,0.14877948,34.79049,37.535503,40.43893,5.6484413,195.1649,380.1079,152.41199,383.9954,578.65717,0.35048527,1309.359,0.15557657,-103.02316,-0.87036103,1681.1079,0.17177211,969.38696,0.4033164,-95.209076,-0.8350961,2758.4048,0.09228926,893.3508,0.47151655,-98.58794,-0.7774059,-21.979712,-0.2948967,-24.219059,8.681499,1.1950212,25.18614,0.38003048
LYO14,34.56973,0.19521242,29.829107,33.795837,38.482513,8.653406,403.6684,773.8342,186.4711,431.79526,600.10864,0.5185297,1072.4197,0.29077202,-92.02027,-0.9662381,1660.0885,0.21195254,760.74445,0.47746843,-82.39063,-0.9941621,2667.5396,0.13141517,820.6982,0.5615633,-82.7136,-0.9767981,-7.7216034,-1.2324011,3.100964,5.4551163,1.8355423,13.419799,0.80477
UPS07,24.96589,0.27034327,20.75474,23.862997,28.935291,8.180552,293.72455,598.12775,179.06856,360.12573,521.68884,0.49545524,1160.4728,0.22821373,-83.83877,-1.0761008,1584.4705,0.20353007,812.6313,0.44195032,-89.96272,-0.91077816,2611.6343,0.114963494,672.69836,0.46877953,-90.72898,-0.8913067,-16.207548,-0.5734184,-3.1070025,7.1114736,1.8564796,25.848999,0.4928612
SPC08,38.235554,0.18101776,34.69739,39.178585,43.63372,8.936329,367.2376,554.37854,190.818,416.39496,665.0344,0.3785208,1221.5333,0.21489567,-108.14969,-0.8184222,1756.364,0.17042676,873.0285,0.53085333,-97.47158,-0.8315384,2774.6216,0.11500083,772.71576,0.57201004,-98.15704,-0.8167727,-13.851324,-0.6031467,-7.3836374,10.994107,1.4132508,17.971651,0.7276415
UCA06,30.92998,0.22018231,27.494144,29.547066,32.24819,4.7540474,386.5315,814.5673,191.66559,399.15198,547.20435,0.49111903,1194.3381,0.264686,-88.86027,-1.0717827,1565.4365,0.20641705,882.6592,0.3819509,-90.60318,-0.965574,2587.4507,0.11969741,814.41296,0.37430868,-93.15812,-0.9121561,-10.994462,-0.97668254,2.555212,4.4720373,2.3160427,22.12784,0.56557536
POF02,29.24843,0.2140946,25.907091,30.28929,33.94917,8.042078,215.86595,320.75058,154.1306,303.60828,546.9726,0.44929317,1234.9731,0.18871203,-98.86746,-0.9508571,1577.6853,0.18779087,911.215,0.31602547,-100.2819,-0.86003774,2590.8115,0.11835667,815.0634,0.35045528,-102.45322,-0.8224766,-16.230644,-0.45382702,-7.2378173,9.050539,1.5685872,25.715061,0.4710017
SOU13,32.09073,0.19651504,28.209738,31.856573,37.332813,9.1230755,262.44864,364.5407,140.50261,198.58594,530.64276,0.4185653,1232.0393,0.18749107,-94.51999,-0.93702835,1613.4542,0.1800501,878.4894,0.41476822,-94.94517,-0.82658577,2672.6016,0.106955074,790.2021,0.50460505,-97.067314,-0.7898749,-21.278654,-0.34886226,-21.069738,10.623192,1.1362534,25.62493,0.43016925
LYO09,31.490429,0.27262628,25.459106,30.370596,35.056385,9.597279,407.32013,715.46576,249.78546,467.50864,824.52625,0.38631248,874.85333,0.40129694,-82.588554,-1.069308,1897.6866,0.1845604,691.3792,0.47381988,-76.91815,-1.1022455,2899.3896,0.11758322,651.68274,0.38357162,-75.67968,-1.1208199,-3.8239124,-2.4820824,3.1072354,4.7068486,2.2256408,9.983442,1.164582
OCM15,26.461027,0.2253982,22.026464,26.442083,30.72083,8.694366,335.0272,571.35754,146.13748,254.19084,516.02045,0.4219739,1132.1663,0.20696579,-85.26647,-1.0527846,1700.4365,0.17509982,804.84796,0.57199025,-94.7279,-0.84004724,2620.7107,0.12502244,733.2385,0.5018782,-93.23051,-0.8618092,-17.699354,-0.4763407,-5.6914854,8.674344,2.107831,25.164873,0.49852523
OCM19,26.862717,0.20504159,23.538391,26.268108,29.550589,6.0121975,280.72028,532.57184,184.9892,368.8586,485.55023,0.39965993,1113.9874,0.22195439,-102.56406,-0.9048291,1629.6548,0.18543017,782.6361,0.59793025,-109.81142,-0.7592407,2583.865,0.12880288,655.1109,0.49791002,-108.596634,-0.7736298,-15.401092,-0.54975295,-6.375249,7.1515665,1.4421675,25.26079,0.39779916
LYO02,28.55484,0.22067839,23.923693,28.195196,32.860985,8.937292,268.51428,459.13556,143.65219,192.51173,751.931,0.3778393,1052.798,0.28995368,-91.63998,-0.96345776,1776.3202,0.18159178,824.8147,0.3113733,-89.120636,-0.9473728,2772.8074,0.1266424,710.78375,0.33977956,-90.67969,-0.9142417,-9.289463,-0.8535303,1.1376686,7.389039,1.5886326,16.977745,0.6264696
ANT01,30.577875,0.20565277,26.75978,30.576466,35.082283,8.322502,223.08656,311.59192,128.45987,194.06885,529.1512,0.41584376,1272.5857,0.18937247,-38.69794,-1.9139744,1555.2991,0.18444443,939.22815,0.31612876,-45.978348,-1.406114,2573.557,0.114920355,847.932,0.38540152,-50.785492,-1.224499,-16.0923,-0.40699556,-8.611783,6.1786237,2.0145614,24.06126,0.42818716
LRE09,35.33232,0.20492756,31.972815,37.1605,40.12904,8.156225,196.827,271.3907,108.86099,141.60716,640.13904,0.41908473,1278.6206,0.20714274,-55.28237,-1.4358757,1653.6753,0.14900686,994.58374,0.3936697,-48.635784,-1.3975244,2650.7617,0.11807022,920.3603,0.4648955,-51.593147,-1.2872816,-9.303688,-0.5988197,-5.1628428,6.219184,2.2444506,15.566608,0.65648717
BOD12,37.431744,0.14447224,34.670513,37.893597,41.170574,6.500061,227.24805,375.43326,159.52365,353.8163,519.15924,0.49371183,1101.4911,0.23180798,-109.93035,-0.8265982,1627.9813,0.20234862,683.0218,0.52246076,-84.63559,-0.9497948,2701.0996,0.102704585,645.61896,0.6786764,-85.14402,-0.9367474,-12.384592,-0.5742081,-7.631035,10.001239,1.2035518,16.444897,0.70662963
BFC01,29.584177,0.19387446,25.454105,29.003761,33.64966,8.195553,241.37303,570.2847,173.17633,244.85872,630.8193,0.49750558,1056.1332,0.31272078,-102.370995,-0.89640695,1670.4015,0.20607366,761.6391,0.3593153,-97.49049,-0.89440876,2680.421,0.13760388,729.27026,0.3289154,-99.27577,-0.86047906,-10.563397,-0.7691436,-0.226862,9.039883,1.1192546,20.183388,0.5007023
UPS09,38.034466,0.18009906,34.415775,38.827152,43.275414,8.859638,284.02255,456.00122,154.42111,265.74765,628.9165,0.40922314,1199.0879,0.22818527,-100.40344,-0.878566,1740.5898,0.16843352,793.60925,0.56796515,-87.7929,-0.89069587,2817.4592,0.10975185,735.8135,0.72206163,-88.695404,-0.871494,-14.863546,-0.6030889,-4.9982963,9.611591,1.2983938,17.663692,0.65726316
OCM11,28.076035,0.21738304,24.98094,28.057907,30.633347,5.6524067,289.8997,464.38095,141.28447,327.38828,491.5657,0.36427853,1171.2794,0.21003762,-92.128586,-0.9814071,1659.1053,0.20572324,886.8021,0.5435482,-102.493965,-0.7729372,2662.804,0.1253514,742.0407,0.56651294,-101.95977,-0.7730091,-20.24767,-0.514461,-5.7117453,8.767338,1.9169561,30.660198,0.45215064
CFE06,31.288284,0.25826684,22.122068,33.740788,37.656105,15.534037,295.52975,379.7615,146.1019,148.42253,512.6239,0.40885615,1219.6677,0.1850128,-77.1514,-1.1306698,1581.9119,0.17576921,880.68994,0.40281957,-76.11986,-0.9871561,2606.1448,0.1135578,804.0526,0.45256442,-78.69268,-0.93311983,-17.58483,-0.36473945,-9.709579,8.778496,1.7373348,23.65909,0.53246295
UCA14,31.51361,0.15017247,28.249287,30.8108,34.45088,6.2015915,261.09094,628.0955,85.81497,175.98491,532.73895,0.47792208,1142.5983,0.2294354,-85.33437,-1.0894763,1585.3174,0.19139792,820.79156,0.42487082,-85.43413,-0.9814879,2633.709,0.11921846,824.4314,0.5331983,-88.55456,-0.9162459,-12.052591,-0.68640834,0.21397427,5.952792,1.5348998,23.933903,0.39412332
SOU16,37.37697,0.15614535,35.07918,38.15164,41.186123,6.106941,234.70154,417.0638,210.22566,466.46942,584.44385,0.35806194,1307.3907,0.16911808,-112.561844,-0.7871158,1688.7606,0.15672556,971.3762,0.47604448,-100.9459,-0.7890867,2747.861,0.097855665,802.1877,0.5076848,-103.52984,-0.7469902,-21.316412,-0.31368652,-22.239218,11.184964,1.0474856,23.01596,0.4801469
