ID,TTR,CorrectedTTR,RootTTR,BilogTTR,MTLD
POF01,0.0252631578947368,0.38933141071383,0.550597761289348,0.403176980049977,39.5833333333333
POF05,0.0277777777777778,0.424918292799399,0.600925212577332,0.417168835230811,45.6640776699029
POF02,0.0291479820627803,0.435272194618576,0.615567840953492,0.420461516460902,31.6071652766568
POF03,0.0201550387596899,0.361949930153308,0.511874500122803,0.396483244867229,35.7094414893617
POF04,0.0223752151462995,0.381364521751757,0.539330878869265,0.402992898771451,46.1525779376499
UPS04,0.0297872340425532,0.45662965113741,0.64577184562022,0.42892442440849,45.6176470588235
UPS11,0.0286975717439294,0.431896071220312,0.610793281455421,0.419390876234423,52.8700992255566
UPS15,0.0274509803921569,0.438357003759605,0.619930419878067,0.423305015617361,49.27065351418
UPS06,0.0269151138716356,0.418268143857061,0.591520481751277,0.415039230670289,48.3
UPS05,0.025844930417495,0.409868329727631,0.579641350688023,0.412332156165885,53.0944444444444
UPS08,0.0222222222222222,0.380058475033046,0.53748384988657,0.40255894724282,33.2787127061902
UPS12,0.0229885057471264,0.371390676354104,0.52522573143889,0.397097898680297,48.2984536082474
UPS07,0.0285714285714286,0.430945803685667,0.609449400220044,0.419089005302161,40.1260303967027
UPS03,0.0300429184549356,0.458585247456293,0.648537476456911,0.429521093073356,55.2647689153932
UPS01,0.0255402750491159,0.407445441524695,0.576214869331317,0.411547653610621,48.8165501824349
UPS02,0.0279569892473118,0.426286793259569,0.602860564488219,0.417605623034504,55.6081003336785
UPS09,0.0261569416498994,0.412334961802108,0.583129695221134,0.413129123791434,42.280131531854
UPS13,0.0245183887915937,0.414280969320528,0.585881765446162,0.415770522721464,43.9230769230769
UPS14,0.0217755443886097,0.376219402112601,0.532054580895538,0.401280134263217,38.2734081261371
UPS10,0.0203045685279188,0.34903783629789,0.493614041873836,0.389372968918336,36.8422651933702
OCM11,0.0271493212669683,0.403603676397788,0.570781792985393,0.407942905203243,31.9206488382289
OCM20,0.0255402750491159,0.407445441524695,0.576214869331317,0.411547653610621,44.535763035763
OCM01,0.0238500851788756,0.408595883792445,0.577841840389097,0.413968165489655,45.6317560277009
OCM10,0.025440313111546,0.406647310608405,0.575086141764952,0.411288862913231,37.4639659803044
OCM06,0.0234234234234234,0.390195146371982,0.551819267971412,0.405912691960209,50.0876566714263
OCM16,0.0197368421052632,0.344123600805843,0.486664263392288,0.387650367664511,38.6
OCM12,0.022108843537415,0.379087698287873,0.53611096424751,0.402236034005939,36.75
OCM15,0.0226843100189036,0.368925277140807,0.521739130434783,0.396254382668609,46.8057431611681
OCM17,0.0274509803921569,0.438357003759605,0.619930419878067,0.423305015617361,44.8804746117606
OCM05,0.0213114754098361,0.372188917304014,0.526354614616295,0.399932294662162,38.9080518594336
OCM07,0.0225303292894281,0.382684126116151,0.541197081258357,0.403430794590989,53.0751908396947
OCM03,0.0228471001757469,0.385364958373689,0.544988350595414,0.404318679094837,40.8761075312122
OCM14,0.0220713073005093,0.378765755386242,0.535655668229714,0.402128876874942,32.7222222222222
OCM02,0.0268595041322314,0.417835825246596,0.590909090909091,0.414900376841283,38.1694550892607
OCM09,0.0255474452554745,0.422885465331124,0.598050360401733,0.418481149257354,43.9102564102564
OCM18,0.0236794171220401,0.392321566184247,0.554826479709216,0.406612132205049,44.1113896848138
OCM04,0.0219378427787934,0.36280443309414,0.513082949770815,0.394151293422095,37.7690476190476
OCM13,0.032994923857868,0.463105824921413,0.654930538417842,0.429183191614639,32.8333333333333
OCM19,0.0219594594594595,0.377804825917413,0.534296708742411,0.401808833947917,46.0501296456353
OCM08,0.0294117647058824,0.453742606486515,0.641688947919748,0.428041925463987,42.162030987493
BOD07,0.0241796200345423,0.411408969568963,0.581820144446368,0.414861160732311,36.7588815789474
BOD04,0.0240740740740741,0.39557740264262,0.559430927785516,0.407680389512751,52.2546787360471
BOD09,0.0249110320284698,0.417584990390326,0.590554356853437,0.4168137974499,49.5739581083999
BOD12,0.0218120805369128,0.37653489013627,0.532500748337376,0.401385408014603,41.7795740982182
BOD15,0.0197268588770865,0.358084602714306,0.506408101635553,0.395171561972579,47.2529379360999
BOD11,0.0240963855421687,0.380234550314687,0.537732857937865,0.400107335679302,36.9395604395604
BOD16,0.0214669051878354,0.358889162732748,0.507545921325376,0.392799231243691,44.006708652793
BOD03,0.0281385281385281,0.42766860172385,0.604814736759006,0.418046162495939,33.4928819612007
BOD14,0.0234234234234234,0.390195146371982,0.551819267971412,0.405912691960209,29.6493869315536
BOD02,0.0283400809716599,0.445399334083044,0.629889778932187,0.425480405924663,53.4165474487363
BOD13,0.025844930417495,0.409868329727631,0.579641350688023,0.412332156165885,32.6060401678657
BOD05,0.0232558139534884,0.388796592960477,0.549841414769158,0.405451905356624,43.5963367926859
BOD10,0.0274509803921569,0.438357003759605,0.619930419878067,0.423305015617361,36.4285714285714
BOD08,0.027027027027027,0.402693633128415,0.569494797451499,0.407640775146673,43.6344827586207
BOD06,0.025844930417495,0.409868329727631,0.579641350688023,0.412332156165885,48.9181318681319
BOD01,0.0225303292894281,0.382684126116151,0.541197081258357,0.403430794590989,32.9983660130719
UPL01,0.0300230946882217,0.44175798291988,0.624740130731877,0.422510322860794,46.1106491106491
UPL02,0.0225694444444444,0.383016173142713,0.541666666666667,0.403540892380151,50.4749192680301
LOR02,0.0265848670756646,0.415694161604202,0.587880321139975,0.414211758730399,39.3933643904102
LOR08,0.0241187384044527,0.395944187517562,0.559949639930132,0.407800532241054,42.725119367353
LOR01,0.0225303292894281,0.382684126116151,0.541197081258357,0.403430794590989,43.5167112902741
LOR07,0.0263157894736842,0.413585095934256,0.584897651865602,0.413532393382315,49.4365564874198
LOR03,0.0224913494809689,0.382352941176471,0.540728715025007,0.403320947350989,43.9653972153972
LOR09,0.0287610619469027,0.432373568404531,0.611468564449338,0.419542475715007,46.3091259994486
LOR04,0.0257352941176471,0.424437343813583,0.600245047998781,0.41896786689185,40.8999220750306
LOR10,0.0237659963436929,0.393038135851985,0.555839862251717,0.406847519560498,47.924756149494
LOR05,0.0228571428571429,0.370328039909021,0.523722936566382,0.396734575322984,46.477510460251
LOR06,0.0292134831460674,0.435760990050094,0.61625910208197,0.420616286187708,54.9742998936547
AMU02,0.0287610619469027,0.432373568404531,0.611468564449338,0.419542475715007,41.8757916241062
AMU08,0.0242424242424242,0.381385035698237,0.539359889970594,0.400496980587259,60.5937672556599
AMU03,0.0223880597014925,0.366508333068916,0.518321055348816,0.395425461343839,34.7295880149813
AMU04,0.0244360902255639,0.398540570665228,0.563621480190678,0.408649839968938,49.4905560458959
AMU10,0.0242990654205607,0.397421596335233,0.562039011517252,0.408284057458854,29.7222222222222
AMU11,0.0268456375838926,0.401340037254391,0.567580523808483,0.407190952985082,53.8783233276158
AMU07,0.0262626262626263,0.413167122006423,0.584306547468143,0.413397611177956,35.7541478129713
AMU09,0.0286975717439294,0.431896071220312,0.610793281455421,0.419390876234423,45.7347121111847
AMU06,0.0225694444444444,0.383016173142713,0.541666666666667,0.403540892380151,42.7252747252747
AMU01,0.0285132382892057,0.446757952390822,0.631811155369134,0.425898672720635,58.3611616309768
AMU05,0.0274841437632135,0.422666457695531,0.597740636833214,0.416449039294644,47.4131578947368
NOR03,0.0210843373493976,0.384174909963916,0.543305367994433,0.406116150224085,39.6187415426252
NOR01,0.0278372591006424,0.425372994152398,0.601568257397572,0.417314017836125,46.7
NOR12,0.0206349206349206,0.366233510382357,0.517932397378237,0.397930631385407,37.3805792377131
NOR07,0.0267260579064588,0.4004451865596,0.566315013819611,0.406893292438054,46.581038647343
NOR06,0.0239410681399632,0.394483133872363,0.557883398049737,0.407321713368071,36.5044342507645
NOR04,0.0278969957081545,0.425829158352272,0.602213370995703,0.417459613071496,49.874183006536
NOR10,0.0315533980582524,0.452876459289552,0.640464030806791,0.425998905607738,42.0779299847793
NOR05,0.0268595041322314,0.417835825246596,0.590909090909091,0.414900376841283,31.2583333333333
NOR11,0.0164179104477612,0.300497100589484,0.424967075107441,0.368494381027348,39.4419190782664
NOR09,0.0207336523125997,0.367108621571188,0.519169991490067,0.398225531182485,37.1975867269985
NOR08,0.0289532293986637,0.4338156187729,0.613507931637911,0.419999958180898,41.6375748144601
NOR02,0.0272536687631027,0.420890540354814,0.595229110444319,0.415880421438823,45.8434131736527
LRE11,0.0244821092278719,0.39891566775594,0.56415194758357,0.408772372367019,40.8461538461539
LRE07,0.0218120805369128,0.37653489013627,0.532500748337376,0.401385408014603,48.3918548939083
LRE05,0.0245283018867925,0.399291825942068,0.56468391559199,0.408895209452511,39.9426040301953
LRE03,0.037037037037037,0.490653381462658,0.693888666488711,0.437645950502647,27.3033707865169
LRE09,0.0257510729613734,0.393073069248251,0.555889265534495,0.404432222227546,31.3279306829766
LRE06,0.0282352941176471,0.411596604342021,0.582085500087199,0.410586589263625,42.5
LRE04,0.0232558139534884,0.388796592960477,0.549841414769158,0.405451905356624,45.03580776355
LRE10,0.0239852398523985,0.394846880500012,0.558397813463825,0.407440981346136,36.2946428571429
LRE08,0.0281995661605206,0.42813219926021,0.605470362682409,0.418193852654043,36.1627991827204
LRE01,0.0232974910394265,0.389144821058012,0.550333883667492,0.405566694224415,37.8186477644493
LRE02,0.0239852398523985,0.394846880500012,0.558397813463825,0.407440981346136,47.219696969697
HES07,0.022108843537415,0.379087698287873,0.53611096424751,0.402236034005939,35.6691176470588
HES01,0.0273684210526316,0.421775694939983,0.596480908063461,0.416163937591256,23.8441445204024
HES05,0.0271398747390397,0.420010935338305,0.59398516110044,0.415598475165428,35.984618262396
HES04,0.021523178807947,0.374032969471483,0.528962498201254,0.400549642774303,45.1436536094418
HES02,0.0207336523125997,0.367108621571188,0.519169991490067,0.398225531182485,37.2913306451613
HES08,0.0224525043177893,0.382022614599752,0.540261562700199,0.403211349641738,41.443293869738
HES06,0.0339425587467363,0.469709092794451,0.664268969399875,0.431226339812581,42.5555555555556
HES03,0.0327455919395466,0.461352736641989,0.652451297197044,0.42863914940735,54.5581769204032
ANT02,0.0304449648711944,0.444850842038951,0.629114094044575,0.423483708822938,47.5805410049611
ANT01,0.0224137931034483,0.381693142684557,0.53979561904931,0.403102000450755,31.8747004122328
SOU10,0.0231316725978648,0.387757491076731,0.548371902792477,0.405109153921293,45.87843682422
SOU11,0.026369168356998,0.414004340944013,0.585490553844358,0.413667536885395,38.372885979269
SOU06,0.0218487394957983,0.376851173174092,0.532948040099012,0.401490913937998,42.1344552099269
SOU13,0.020066889632107,0.346988959179744,0.490716492065718,0.388655881400067,45.131419939577
SOU02,0.0257425742574257,0.409055904092909,0.57849240733698,0.412069287581599,24.9563953488372
SOU07,0.0221843003412969,0.379734054594041,0.537025050101818,0.402451068226057,38.2927899864069
SOU15,0.024263431542461,0.412121366586625,0.582827625970539,0.415086946009546,40.2506146117257
SOU14,0.0285714285714286,0.414039335605413,0.58554004376912,0.411391037061496,36.4297082228117
SOU16,0.0245901639344262,0.384110639798688,0.543214476255111,0.401418423274271,49.8802694898941
SOU12,0.0278330019880716,0.441396662783602,0.624229146894794,0.424245490773578,58.3153625954198
SOU04,0.0214285714285714,0.358568582800318,0.50709255283711,0.392688286042515,45.2191894127378
SOU05,0.0251937984496124,0.404672324137049,0.572293089111655,0.410647696839967,38.7947790270511
SOU09,0.0316301703163017,0.453427069169851,0.641242710767087,0.426170911714662,42.9346433770015
SOU01,0.0219224283305228,0.377486137690377,0.533846015529568,0.401702625978647,41.3290568654646
SOU08,0.0219594594594595,0.377804825917413,0.534296708742411,0.401808833947917,48.1901366607249
SOU03,0.0255402750491159,0.407445441524695,0.576214869331317,0.411547653610621,46.2727272727273
ALS03,0.0235507246376812,0.39125402252875,0.553316744993187,0.406261160707252,42.7872545864178
ALS06,0.0184921763869132,0.346697485590732,0.490304286163064,0.391275318764997,41.5690244745841
ALS08,0.0210355987055016,0.369772080592573,0.522936691360934,0.399121444695822,45.8406593406593
ALS01,0.0208333333333333,0.367990036096994,0.520416499866533,0.398522285940836,34.4525896414343
ALS07,0.0217755443886097,0.376219402112601,0.532054580895538,0.401280134263217,32.6039068109891
ALS11,0.0203735144312394,0.349629928048839,0.494451386058198,0.389579902352247,42.0160008499788
ALS05,0.0260223048327138,0.426797532594785,0.603582858982918,0.419706853194127,46.2233315817131
ALS09,0.024904214559387,0.402339899383612,0.568994542392131,0.409889039556577,58.1542553191489
ALS04,0.0206349206349206,0.366233510382357,0.517932397378237,0.397930631385407,47.3566242239293
ALS10,0.0207667731629393,0.367401722313744,0.519584498535331,0.398324242298271,28.9421351028399
ALS02,0.0198473282442748,0.359176326597099,0.507952032356966,0.395542580925181,54.5833333333333
CVL03,0.0280777537796976,0.427206506935504,0.604161236042225,0.417898895610535,40.6369916784425
CVL04,0.0229885057471264,0.371390676354104,0.52522573143889,0.397097898680297,37.2857142857143
CVL02,0.0219966159052453,0.378124322656048,0.534748545363323,0.401915277793305,40.3490885416667
CVL01,0.0292792792792793,0.436251435889116,0.616952697239124,0.420771518470034,34.9320241691843
SEN01,0.0272904483430799,0.437073378738124,0.618115099963687,0.422907159089381,48.9681818181818
SEN02,0.0247787610619469,0.416474882116111,0.58898442667634,0.416463611527756,49.7205257953818
GRE12,0.0233812949640288,0.389844093537644,0.551322804291981,0.405797086375502,43.4878998839715
GRE15,0.0233463035019455,0.374269716931083,0.529297309669477,0.398080386444942,40.1834009465855
GRE03,0.0296803652968037,0.439229295959666,0.621164027337746,0.421712765564169,43.1927357937903
GRE10,0.0224137931034483,0.381693142684557,0.53979561904931,0.403102000450755,43.489112704865
GRE13,0.0225694444444444,0.383016173142713,0.541666666666667,0.403540892380151,39.7714285714286
GRE06,0.0289532293986637,0.4338156187729,0.613507931637911,0.419999958180898,39.9135235332044
GRE06,0.0255402750491159,0.407445441524695,0.576214869331317,0.411547653610621,39.6588511699271
GRE04,0.027972027972028,0.409673245199351,0.579365459502321,0.409952043382247,33.2262210796915
GRE08,0.0217755443886097,0.376219402112601,0.532054580895538,0.401280134263217,45.3635852451642
GRE08,0.0220338983050847,0.378444631330728,0.535201530235202,0.402021958454093,34.9803576966815
GRE08,0.022108843537415,0.379087698287873,0.53611096424751,0.402236034005939,43.8749308245711
GRE02,0.0280777537796976,0.427206506935504,0.604161236042225,0.417898895610535,40.3371212121212
GRE05,0.0226876090750436,0.384017524323804,0.543082791087664,0.403872699316713,41.2347114910406
GRE07,0.0274261603375527,0.42222037160006,0.597109775827013,0.41630628926083,36.4615384615385
GRE11,0.0222222222222222,0.380058475033046,0.53748384988657,0.40255894724282,39.2719957081545
LYO14,0.0239852398523985,0.394846880500012,0.558397813463825,0.407440981346136,42.5449762389681
LYO09,0.0187793427230047,0.335672543318676,0.474712663277541,0.384666161448272,46.1183035714286
LYO01,0.0256916996047431,0.408651498750255,0.577920491816703,0.411938368581881,48.3
LYO05,0.0224525043177893,0.382022614599752,0.540261562700199,0.403211349641738,51.231050955414
LYO03,0.0193740685543964,0.354868208781199,0.501859433713419,0.39407594638622,38.7524696392967
LYO07,0.0244399185336049,0.382935387763562,0.541552418887829,0.401021392033828,45.0083333333333
LYO02,0.0238532110091743,0.393758646329999,0.556858817941555,0.40708404333219,41.302178271965
LYO06,0.0233812949640288,0.389844093537644,0.551322804291981,0.405797086375502,38.5698956363382
LYO08,0.0240295748613678,0.395211635201813,0.558913654510052,0.40756053963906,39.8325460172667
LYO12,0.0298507462686567,0.457116203913837,0.646459935155454,0.429072959020229,36.7460439786272
LYO10,0.0222602739726027,0.380383728387424,0.537943827591539,0.402667068825095,37.7335387776066
LYO11,0.0272373540856031,0.436648003086264,0.617513527947723,0.422775222446778,41.2254754754755
LYO04,0.0315126050420168,0.486152792664123,0.687523872771159,0.439232224827006,51.0575561711296
LYO13,0.0199386503067485,0.360001704154112,0.509119292492172,0.395822796116532,43.4666666666667
BRE02,0.0236363636363636,0.391964747951093,0.554321862524587,0.406494861639072,36.6666666666667
BRE16,0.0216666666666667,0.375277674973257,0.530722777603022,0.40096569693713,55.5873340143003
BRE01,0.0252252252252252,0.420210157631365,0.594266903969212,0.417640551765753,37.1651785714286
BRE14,0.0247148288973384,0.400807170385835,0.566826936256032,0.409389631937703,34.8095796676442
BRE05,0.0166435506241331,0.316008391889834,0.446903353634315,0.37760870911594,42.8472725583124
BRE15,0.0222602739726027,0.380383728387424,0.537943827591539,0.402667068825095,47.1250211184322
BRE09,0.0299785867237687,0.458093993702582,0.647842738735847,0.429371291217836,51.1737718975867
BRE12,0.0313199105145414,0.468230043463456,0.662177277776563,0.432450961133683,30.97147995889
BRE13,0.0206349206349206,0.366233510382357,0.517932397378237,0.397930631385407,40.9161290322581
BRE10,0.02,0.346410161513775,0.489897948556636,0.38845302101482,43.4951213410058
BRE04,0.0245283018867925,0.399291825942068,0.56468391559199,0.408895209452511,42.7209913799543
BRE07,0.0324189526184539,0.459045958505192,0.649189020270599,0.427922232828601,48.0706967213115
BRE03,0.0200927357032458,0.361390069137348,0.511082737080989,0.396293591342724,60.0104422604423
BRE11,0.0267260579064588,0.4004451865596,0.566315013819611,0.406893292438054,42.4266949152542
BRE06,0.0239410681399632,0.394483133872363,0.557883398049737,0.407321713368071,46.7473934723481
BRE08,0.0286343612334802,0.431420152539982,0.610120230803112,0.419239720199719,46.9595419847328
LDV02,0.021671826625387,0.38949041885226,0.550822632755244,0.407840998329891,43.1119486681764
LDV05,0.0213815789473684,0.372800567539663,0.527219618674978,0.400137188874136,38.5851745576279
LDV09,0.0264227642276423,0.41442486349117,0.586085262533831,0.413803043420472,48.2263852242744
LDV10,0.0232974910394265,0.389144821058012,0.550333883667492,0.405566694224415,37.3660714285714
LDV01,0.0247349823321555,0.416106808794435,0.588463892392878,0.416347426109886,45.7698506712614
LDV08,0.0286259541984733,0.463351547411412,0.655278042495779,0.432492820821474,50.2828282828283
LDV07,0.0237659963436929,0.393038135851985,0.555839862251717,0.406847519560498,41.083067940552
LDV03,0.0227272727272727,0.384353057392904,0.543557306504609,0.403983809606934,46.2613993710692
LDV06,0.0249520153550864,0.402725837025713,0.569540340639821,0.410014680948255,37.5300682530898
LDV04,0.0207006369426752,0.366816221189015,0.518756474903954,0.398127026170741,52.3333333333333
PES07,0.0293501048218029,0.453266735766723,0.641015965093882,0.42789627454002,43.9040540540541
PES02,0.0240740740740741,0.39557740264262,0.559430927785516,0.407680389512751,38.1343090273281
PES03,0.0264227642276423,0.41442486349117,0.586085262533831,0.413803043420472,44.7272727272727
PES01,0.0300230946882217,0.44175798291988,0.624740130731877,0.422510322860794,22.5563571367043
PES10,0.0217391304347826,0.375904705778056,0.531609533071195,0.401175091770871,40.2129987129987
PES09,0.0222984562607204,0.380709818227325,0.538404988265678,0.402775433950689,39.93126725069
PES05,0.0285714285714286,0.430945803685667,0.609449400220044,0.419089005302161,53.7152777777778
PES06,0.0261569416498994,0.412334961802108,0.583129695221134,0.413129123791434,52.8386663597299
PES08,0.0266393442622951,0.416119859781912,0.58848234927637,0.414348734966928,46.5818181818182
PES11,0.0250481695568401,0.403501055908731,0.570636665697991,0.410266921148295,42.6028025257331
PES04,0.0451127819548872,0.520265981714472,0.735767207381959,0.445044916727132,38
CFE09,0.0252252252252252,0.420210157631365,0.594266903969212,0.417640551765753,37.3793590373281
CFE10,0.0311111111111111,0.466666666666667,0.659966329107444,0.43197747248952,38.0166336451182
CFE04,0.0228070175438597,0.38502677054341,0.544510080779204,0.404206798437882,33.5294117647059
CFE11,0.0263653483992467,0.429601488352551,0.607548251243845,0.420582855681421,49.6164893617021
CFE07,0.0234657039711191,0.390547149281971,0.552317075260714,0.406028572096991,47.1742567451452
CFE02,0.0305882352941177,0.445896321370523,0.630592625094466,0.423812221840972,52.2431108897742
CFE03,0.0234657039711191,0.390547149281971,0.552317075260714,0.406028572096991,39.442224681793
CFE01,0.0230642504118616,0.401808104551204,0.568242470927739,0.411803928117947,39.4279945242984
CFE05,0.0240295748613678,0.395211635201813,0.558913654510052,0.40756053963906,38.9973595991637
CFE08,0.0259481037924152,0.410685615344266,0.580797167091401,0.412596409641255,40.9968581212271
CFE06,0.0276008492569002,0.423562888093199,0.599008380859319,0.416735742446298,52.3333333333333
BFC04,0.0250481695568401,0.403501055908731,0.570636665697991,0.410266921148295,50.6948916408669
BFC06,0.0231729055258467,0.388102932117246,0.548860430196974,0.405223136335065,47.2061518324607
BFC01,0.0203442879499218,0.363645255261899,0.514272051884003,0.397056856734685,36.5441176470588
BFC10,0.025974025974026,0.394771016975861,0.558290526239083,0.405000467585291,35.8250620347395
BFC09,0.0250481695568401,0.403501055908731,0.570636665697991,0.410266921148295,40.2057920022861
BFC07,0.0308788598574822,0.448009585917126,0.633581232477153,0.424475460955396,33.9353184991274
BFC03,0.0336134453781513,0.449088713139072,0.635107348829956,0.422765966699447,32.725
BFC02,0.0219224283305228,0.377486137690377,0.533846015529568,0.401702625978647,39.0500407497963
BFC05,0.025,0.403112887414928,0.570087712549569,0.410140640996435,38.5714285714286
BFC08,0.0258964143426295,0.410276362013572,0.580218395480687,0.412464108978387,55.7777777777778
SPC10,0.0214876033057851,0.373723723474445,0.528525158318132,0.400446193959814,39.3707239459029
SPC08,0.0271966527196653,0.420450047779548,0.594606159870253,0.41573925303805,38.9965250355394
SPC07,0.0233393177737882,0.389493986512787,0.550827678189147,0.405681754181636,54.048814229249
SPC02,0.0229276895943563,0.386044016095724,0.545948683235551,0.404543218229525,39.8055443363319
SPC01,0.0285714285714286,0.447213595499958,0.632455532033676,0.426038846828626,40.2954864769933
SPC12,0.0222602739726027,0.380383728387424,0.537943827591539,0.402667068825095,46.8398398398398
SPC05,0.022887323943662,0.385704038913002,0.545467882892848,0.404430818667414,51.930697307649
SPC11,0.0265486725663717,0.399114063142644,0.564432521030158,0.406450086330165,61.4052073454608
SPC09,0.031496062992126,0.434714133601331,0.614778623494272,0.41813739501092,34.2919288348883
SPC04,0.0214521452145215,0.373415243253927,0.528088901406552,0.400342969282801,44.9505494505494
SPC06,0.0255905511811024,0.407846273339803,0.576781731120474,0.411677553178241,38.0861288812607
SPC03,0.0261437908496732,0.39605901719067,0.560112033611204,0.405430950085732,39.9886363636364
