ID,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPerProPerWord,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprProperNounsPerNoun
SOU16,0.0608695652173913,0.333333333333333,0.014344262295082,0.333333333333333,0.014344262295082,0,0,0,0,0.008695652173913
SOU12,0.135416666666667,0.40625,0.025844930417495,0.40625,0.025844930417495,0,0,0,0,0.03125
SOU04,0.212121212121212,0.6,0.0375,0.6,0.0375,0,0,0,0,0.0303030303030303
SOU05,0.280487804878049,0.766666666666667,0.0445736434108527,0.766666666666667,0.0445736434108527,0,0,0,0,0.292682926829268
SOU09,0.0919540229885058,0.285714285714286,0.0194647201946472,0.285714285714286,0.0194647201946472,0,0,0,0,0.0229885057471264
SOU01,0.102803738317757,0.305555555555556,0.0185497470489039,0.305555555555556,0.0185497470489039,0,0,0,0,0.0373831775700935
SOU08,0.138211382113821,0.548387096774194,0.0287162162162162,0.548387096774194,0.0287162162162162,0,0,0,0,0.0487804878048781
SOU03,0.0784313725490196,0.242424242424242,0.0157170923379175,0.242424242424242,0.0157170923379175,0,0,0,0,0.0784313725490196
ALS03,0.189473684210526,0.692307692307692,0.0326086956521739,0.692307692307692,0.0326086956521739,0,0,0,0,0.0631578947368421
ALS06,0.0689655172413793,0.222222222222222,0.0113798008534851,0.222222222222222,0.0113798008534851,0,0,0,0,0.0689655172413793
ALS08,0.152380952380952,0.363636363636364,0.0258899676375405,0.363636363636364,0.0258899676375405,0,0,0,0,0.0761904761904762
ALS01,0.184466019417476,0.487179487179487,0.0304487179487179,0.487179487179487,0.0304487179487179,0,0,0,0,0.116504854368932
ALS07,0.119266055045872,0.764705882352941,0.0217755443886097,0.764705882352941,0.0217755443886097,0,0,0,0,0.0825688073394496
ALS11,0.0825688073394496,0.243243243243243,0.0152801358234295,0.243243243243243,0.0152801358234295,0,0,0,0,0.0642201834862385
ALS05,0.104761904761905,0.423076923076923,0.0204460966542751,0.423076923076923,0.0204460966542751,0,0,0,0,0.0952380952380952
ALS09,0.139784946236559,0.382352941176471,0.024904214559387,0.382352941176471,0.024904214559387,0,0,0,0,0.0645161290322581
ALS04,0.207920792079208,0.65625,0.0333333333333333,0.65625,0.0333333333333333,0,0,0,0,0.118811881188119
ALS10,0.294117647058824,1,0.0559105431309904,1,0.0559105431309904,0,0,0,0,0.0672268907563025
ALS02,0.128712871287129,0.393939393939394,0.0198473282442748,0.393939393939394,0.0198473282442748,0,0,0,0,0.099009900990099
CVL03,0.0470588235294118,0.142857142857143,0.0086393088552915,0.142857142857143,0.0086393088552915,0,0,0,0,0.0705882352941177
CVL04,0.208333333333333,0.689655172413793,0.0383141762452107,0.689655172413793,0.0383141762452107,0,0,0,0,0.03125
CVL02,0.13265306122449,0.40625,0.0219966159052453,0.40625,0.0219966159052453,0,0,0,0,0.102040816326531
CVL01,0.207792207792208,0.941176470588235,0.036036036036036,0.941176470588235,0.036036036036036,0,0,0,0,0
SEN01,0.0869565217391304,0.32258064516129,0.0194931773879142,0.32258064516129,0.0194931773879142,0,0,0,0,0.0521739130434783
SEN02,0.144230769230769,0.333333333333333,0.0265486725663717,0.333333333333333,0.0265486725663717,0,0,0,0,0.0288461538461538
GRE12,0.107142857142857,0.315789473684211,0.0215827338129496,0.315789473684211,0.0215827338129496,0,0,0,0,0.0892857142857143
GRE15,0.194444444444444,0.4375,0.0272373540856031,0.4375,0.0272373540856031,0,0,0,0,0.152777777777778
GRE03,0.0769230769230769,0.259259259259259,0.0159817351598174,0.259259259259259,0.0159817351598174,0,0,0,0,0.043956043956044
GRE10,0.117647058823529,0.324324324324324,0.0206896551724138,0.324324324324324,0.0206896551724138,0,0,0,0,0.0784313725490196
GRE13,0.116504854368932,0.307692307692308,0.0208333333333333,0.307692307692308,0.0208333333333333,0,0,0,0,0.0097087378640776
GRE06,0.227848101265823,0.545454545454545,0.0400890868596882,0.545454545454545,0.0400890868596882,0,0,0,0,0.0379746835443038
GRE06,0.138297872340426,0.590909090909091,0.0255402750491159,0.590909090909091,0.0255402750491159,0,0,0,0,0.0957446808510638
GRE04,0.2875,0.48936170212766,0.0536130536130536,0.48936170212766,0.0536130536130536,0,0,0,0,0.0375
GRE08,0.148148148148148,0.457142857142857,0.0268006700167504,0.457142857142857,0.0268006700167504,0,0,0,0,0.0185185185185185
GRE08,0.108108108108108,0.444444444444444,0.0203389830508475,0.444444444444444,0.0203389830508475,0,0,0,0,0.018018018018018
GRE08,0.238095238095238,0.740740740740741,0.0340136054421769,0.740740740740741,0.0340136054421769,0,0,0,0,0.0238095238095238
GRE02,0.178571428571429,0.555555555555556,0.0323974082073434,0.555555555555556,0.0323974082073434,0,0,0,0,0.0595238095238095
GRE05,0.105263157894737,0.476190476190476,0.0174520069808028,0.476190476190476,0.0174520069808028,0,0,0,0,0.0947368421052632
GRE07,0.188888888888889,0.739130434782609,0.0358649789029536,0.739130434782609,0.0358649789029536,0,0,0,0,0.0444444444444444
GRE11,0.104347826086957,0.266666666666667,0.0205128205128205,0.266666666666667,0.0205128205128205,0,0,0,0,0.0434782608695652
LYO14,0.0721649484536082,0.269230769230769,0.0129151291512915,0.269230769230769,0.0129151291512915,0,0,0,0,0.0515463917525773
LYO09,0.0862068965517241,0.333333333333333,0.0156494522691706,0.333333333333333,0.0156494522691706,0,0,0,0,0.0517241379310345
LYO01,0.193548387096774,0.45,0.0355731225296443,0.45,0.0355731225296443,0,0,0,0,0.021505376344086
LYO05,0.127659574468085,0.444444444444444,0.0207253886010363,0.444444444444444,0.0207253886010363,0,0,0,0,0.234042553191489
LYO03,0.0814814814814815,0.366666666666667,0.0163934426229508,0.366666666666667,0.0163934426229508,0,0,0,0,0.0888888888888889
LYO07,0.204545454545455,6,0.0366598778004073,6,0.0366598778004073,0,0,0,0,0.0113636363636364
LYO02,0.130952380952381,0.392857142857143,0.0201834862385321,0.392857142857143,0.0201834862385321,0,0,0,0,0.0119047619047619
LYO06,0.106382978723404,0.32258064516129,0.0179856115107914,0.32258064516129,0.0179856115107914,0,0,0,0,0.074468085106383
LYO08,0.133333333333333,0.424242424242424,0.0258780036968577,0.424242424242424,0.0258780036968577,0,0,0,0,0.0857142857142857
LYO12,0.123595505617978,0.379310344827586,0.023454157782516,0.379310344827586,0.023454157782516,0,0,0,0,0.0561797752808989
LYO10,0.22093023255814,0.542857142857143,0.0325342465753425,0.542857142857143,0.0325342465753425,0,0,0,0,0.0813953488372093
LYO11,0.104166666666667,0.25,0.0194552529182879,0.25,0.0194552529182879,0,0,0,0,0.15625
LYO04,0.209876543209877,0.404761904761905,0.0357142857142857,0.404761904761905,0.0357142857142857,0,0,0,0,0.246913580246914
LYO13,0.230769230769231,0.571428571428571,0.0368098159509203,0.571428571428571,0.0368098159509203,0,0,0,0,0.0480769230769231
BRE02,0.104651162790698,0.333333333333333,0.0163636363636364,0.333333333333333,0.0163636363636364,0,0,0,0,0.116279069767442
BRE16,0.137614678899083,0.375,0.025,0.375,0.025,0,0,0,0,0.110091743119266
BRE01,0.188888888888889,0.515151515151515,0.0306306306306306,0.515151515151515,0.0306306306306306,0,0,0,0,0.122222222222222
BRE14,0.354166666666667,1.0625,0.064638783269962,1.0625,0.064638783269962,0,0,0,0,0.0625
BRE05,0.198019801980198,0.384615384615385,0.0277392510402219,0.384615384615385,0.0277392510402219,0,0,0,0,0.118811881188119
BRE15,0.179775280898876,0.592592592592593,0.0273972602739726,0.592592592592593,0.0273972602739726,0,0,0,0,0.0561797752808989
BRE09,0.0454545454545455,0.117647058823529,0.0085653104925053,0.117647058823529,0.0085653104925053,0,0,0,0,0.102272727272727
BRE12,0.333333333333333,0.571428571428571,0.0268456375838926,0.571428571428571,0.0268456375838926,0,0,0,0,1.55555555555556
BRE13,0.198198198198198,0.594594594594595,0.0349206349206349,0.594594594594595,0.0349206349206349,0,0,0,0,0.0630630630630631
BRE10,0.0512820512820513,0.24,0.01,0.24,0.01,0,0,0,0,0.0427350427350427
BRE04,0.102803738317757,0.407407407407407,0.0207547169811321,0.407407407407407,0.0207547169811321,0,0,0,0,0.149532710280374
BRE07,0.0674157303370787,0.24,0.0149625935162095,0.24,0.0149625935162095,0,0,0,0,0.0449438202247191
BRE03,0.105263157894737,0.333333333333333,0.0216383307573416,0.333333333333333,0.0216383307573416,0,0,0,0,0.0225563909774436
BRE11,0.125,0.384615384615385,0.022271714922049,0.384615384615385,0.022271714922049,0,0,0,0,0.0625
BRE06,0.115384615384615,0.461538461538462,0.0220994475138122,0.461538461538462,0.0220994475138122,0,0,0,0,0.0480769230769231
BRE08,0.153846153846154,0.6,0.026431718061674,0.6,0.026431718061674,0,0,0,0,0.0897435897435897
LDV02,0.194174757281553,0.476190476190476,0.0309597523219814,0.476190476190476,0.0309597523219814,0,0,0,0,0
LDV05,0.160377358490566,0.425,0.0279605263157895,0.425,0.0279605263157895,0,0,0,0,0.0754716981132075
LDV09,0.087378640776699,0.333333333333333,0.0182926829268293,0.333333333333333,0.0182926829268293,0,0,0,0,0.0485436893203884
LDV10,0.0686274509803922,0.241379310344828,0.0125448028673835,0.241379310344828,0.0125448028673835,0,0,0,0,0.0686274509803922
LDV01,0.156862745098039,0.533333333333333,0.0282685512367491,0.533333333333333,0.0282685512367491,0,0,0,0,0.0686274509803922
LDV08,0.144578313253012,0.428571428571429,0.0229007633587786,0.428571428571429,0.0229007633587786,0,0,0,0,0.0963855421686747
LDV07,0.163265306122449,0.5,0.0292504570383912,0.5,0.0292504570383912,0,0,0,0,0.142857142857143
LDV03,0.164948453608247,0.285714285714286,0.027972027972028,0.285714285714286,0.027972027972028,0,0,0,0,0.134020618556701
LDV06,0.123595505617978,0.224489795918367,0.0211132437619962,0.224489795918367,0.0211132437619962,0,0,0,0,0.213483146067416
LDV04,0.106194690265487,0.444444444444444,0.0191082802547771,0.444444444444444,0.0191082802547771,0,0,0,0,0.0353982300884956
PES07,0.0645161290322581,0.222222222222222,0.0125786163522013,0.222222222222222,0.0125786163522013,0,0,0,0,0.043010752688172
PES02,0.111111111111111,0.48,0.0222222222222222,0.48,0.0222222222222222,0,0,0,0,0.0648148148148148
PES03,0.0707070707070707,0.333333333333333,0.0142276422764228,0.333333333333333,0.0142276422764228,0,0,0,0,0.0202020202020202
PES01,0.138888888888889,0.37037037037037,0.023094688221709,0.37037037037037,0.023094688221709,0,0,0,0,0.263888888888889
PES10,0.140350877192982,0.363636363636364,0.0267558528428094,0.363636363636364,0.0267558528428094,0,0,0,0,0.0789473684210526
PES09,0.0894308943089431,0.379310344827586,0.0188679245283019,0.379310344827586,0.0188679245283019,0,0,0,0,0.0894308943089431
PES05,0.141025641025641,0.366666666666667,0.0241758241758242,0.366666666666667,0.0241758241758242,0,0,0,0,0.0769230769230769
PES06,0.127450980392157,0.541666666666667,0.0261569416498994,0.541666666666667,0.0261569416498994,0,0,0,0,0.0686274509803922
PES08,0.0824742268041237,0.25,0.0163934426229508,0.25,0.0163934426229508,0,0,0,0,0.0515463917525773
PES11,0.144329896907216,0.518518518518519,0.0269749518304432,0.518518518518519,0.0269749518304432,0,0,0,0,0.11340206185567
PES04,0.153846153846154,0.3,0.0225563909774436,0.3,0.0225563909774436,0,0,0,0,0.256410256410256
CFE09,0.137614678899083,0.454545454545455,0.027027027027027,0.454545454545455,0.027027027027027,0,0,0,0,0.0642201834862385
CFE10,0.116279069767442,10,0.0222222222222222,10,0.0222222222222222,0,0,0,0,0.0232558139534884
CFE04,0.11864406779661,0.518518518518519,0.0245614035087719,0.518518518518519,0.0245614035087719,0,0,0,0,0.0169491525423729
CFE11,0.157303370786517,0.5,0.0263653483992467,0.5,0.0263653483992467,0,0,0,0,0.0561797752808989
CFE07,0.134615384615385,0.518518518518519,0.0252707581227437,0.518518518518519,0.0252707581227437,0,0,0,0,0.0480769230769231
CFE02,0.193181818181818,0.566666666666667,0.04,0.566666666666667,0.04,0,0,0,0,0.0795454545454545
CFE03,0.0925925925925926,0.277777777777778,0.0180505415162455,0.277777777777778,0.0180505415162455,0,0,0,0,0.0185185185185185
CFE01,0.204301075268817,0.612903225806452,0.0313014827018122,0.612903225806452,0.0313014827018122,0,0,0,0,0.0860215053763441
CFE05,0.107142857142857,0.310344827586207,0.0166358595194085,0.310344827586207,0.0166358595194085,0,0,0,0,0.0595238095238095
CFE08,0.0792079207920792,0.242424242424242,0.0159680638722555,0.242424242424242,0.0159680638722555,0,0,0,0,0.0297029702970297
CFE06,0.1,0.285714285714286,0.0169851380042463,0.285714285714286,0.0169851380042463,0,0,0,0,0.075
BFC04,0.12621359223301,0.464285714285714,0.0250481695568401,0.464285714285714,0.0250481695568401,0,0,0,0,0.0194174757281553
BFC06,0.0535714285714286,0.24,0.0106951871657754,0.24,0.0106951871657754,0,0,0,0,0.0982142857142857
BFC01,0.272727272727273,0.558139534883721,0.0375586854460094,0.558139534883721,0.0375586854460094,0,0,0,0,0.113636363636364
BFC10,0.0823529411764706,0.304347826086957,0.0151515151515152,0.304347826086957,0.0151515151515152,0,0,0,0,0.0588235294117647
BFC09,0.0909090909090909,0.391304347826087,0.0173410404624277,0.391304347826087,0.0173410404624277,0,0,0,0,0.0505050505050505
BFC07,0.0714285714285714,0.333333333333333,0.0142517814726841,0.333333333333333,0.0142517814726841,0,0,0,0,0.119047619047619
BFC03,0.0958904109589041,0.388888888888889,0.0196078431372549,0.388888888888889,0.0196078431372549,0,0,0,0,0.0547945205479452
BFC02,0.1,0.285714285714286,0.0168634064080944,0.285714285714286,0.0168634064080944,0,0,0,0,0.2
BFC05,0.181818181818182,0.615384615384615,0.0307692307692308,0.615384615384615,0.0307692307692308,0,0,0,0,0.0909090909090909
BFC08,0.0879120879120879,0.380952380952381,0.0159362549800797,0.380952380952381,0.0159362549800797,0,0,0,0,0.164835164835165
SPC10,0.269662921348315,0.615384615384615,0.0396694214876033,0.615384615384615,0.0396694214876033,0,0,0,0,0.0224719101123596
SPC08,0.11,0.282051282051282,0.0230125523012552,0.282051282051282,0.0230125523012552,0,0,0,0,0.02
SPC07,0.224489795918367,0.647058823529412,0.0394973070017953,0.647058823529412,0.0394973070017953,0,0,0,0,0.0714285714285714
SPC02,0.0849056603773585,0.243243243243243,0.0158730158730159,0.243243243243243,0.0158730158730159,0,0,0,0,0.0188679245283019
SPC01,0.123595505617978,0.44,0.0224489795918367,0.44,0.0224489795918367,0,0,0,0,0.179775280898876
SPC12,0.144144144144144,0.551724137931035,0.0273972602739726,0.551724137931035,0.0273972602739726,0,0,0,0,0.027027027027027
SPC05,0.131313131313131,0.419354838709677,0.022887323943662,0.419354838709677,0.022887323943662,0,0,0,0,0.151515151515152
SPC11,0.149425287356322,0.541666666666667,0.0287610619469027,0.541666666666667,0.0287610619469027,0,0,0,0,0.0459770114942529
SPC09,0.0149253731343284,0.0344827586206897,0.0026246719160105,0.0344827586206897,0.0026246719160105,0,0,0,0,0.0597014925373134
SPC04,0.230769230769231,0.585365853658537,0.0396039603960396,0.585365853658537,0.0396039603960396,0,0,0,0,0.105769230769231
SPC06,0.155555555555556,0.411764705882353,0.0275590551181102,0.411764705882353,0.0275590551181102,0,0,0,0,0.0555555555555556
SPC03,0.153846153846154,0.583333333333333,0.0305010893246187,0.583333333333333,0.0305010893246187,0,0,0,0,0.0659340659340659
