,TTR,CorrectedTTR,RootTTR,BilogTTR,MTLD
BOD09,0.025,0.4031128874149275,0.570087712549569,0.4101406409964348,62.81703385276733
LYO06,0.023575638506876228,0.3761034844843336,0.5318906486135235,0.3987047534434669,57.482695810564664
LDV02,0.016049382716049384,0.32298759674996963,0.4567734398020992,0.38299779612972235,52.77272727272727
UPS06,0.028888888888888888,0.43333333333333335,0.6128258770283411,0.4198470143357533,84.11764705882354
LRE06,0.0326975476839237,0.44292808231533737,0.6263949011662566,0.42078821141275435,73.4
ANT01,0.023529411764705882,0.3757345746510897,0.5313689313240572,0.3985792337256818,41.10929319371728
UPS12,0.02127659574468085,0.3420837274641176,0.4837794468468967,0.38378342161857004,73.88824714977589
BOD12,0.02181818181818182,0.3618136134933163,0.511681719253465,0.3938096406672347,46.32963988919668
OCM08,0.028708133971291867,0.4150286783196448,0.5869391856534222,0.41171639372412366,66.65340253748559
UPS10,0.021621621621621623,0.3601801351125985,0.5093716319736106,0.39324563837919596,37.28143328445748
BRE14,0.02553191489361702,0.3913968438320653,0.553518724817331,0.4038704057348137,45.29710144927536
LOR01,0.022429906542056073,0.36685070430944583,0.5188052414005403,0.39554300221584243,49.28484848484848
AMU09,0.03170731707317073,0.45397969225022583,0.6420242378222333,0.4263434763047549,78.07655502392345
BFC07,0.019417475728155338,0.34132807439314455,0.4827107920254778,0.38666632115465216,49.519230769230774
HES07,0.024253731343283583,0.39705069415799193,0.5615144766278841,0.40816273041256573,50.00456707897241
LRE10,0.02459016393442623,0.3841106397986879,0.5432144762551112,0.40141842327427113,44.36363636363637
BRE12,0.030303030303030304,0.4264014327112209,0.6030226891555273,0.4154379820599051,73.06296900489397
GRE03,0.03,0.4242640687119285,0.6,0.4147411088308015,54.98281786941581
BOD10,0.0262582056892779,0.3969247209933735,0.5613363236699856,0.40572001705139626,47.76802670623145
LDV05,0.016149068322981366,0.32398911108149747,0.4581897949526569,0.383352237448218,51.246488118681896
SEN02,0.020522388059701493,0.33596597197983935,0.47512763406974806,0.3815792615716172,67.0
HES03,0.03735632183908046,0.4927637283262872,0.6968731476445666,0.4382878696227855,81.95125348189416
OCM11,0.029484029484029485,0.42059978233966894,0.5948179165159316,0.41354366879105564,37.81525423728813
NOR12,0.022033898305084745,0.3784446313307283,0.5352015302352019,0.40202195845409255,42.553157032351486
BOD01,0.024528301886792454,0.3992918259420683,0.5646839155919902,0.40889520945251123,53.0
SEN01,0.025,0.3872983346207417,0.5477225575051661,0.4024931554103401,60.227272727272734
BOD03,0.029545454545454545,0.43822991060110733,0.619750683009635,0.42139712286718417,47.2891215823153
LYO03,0.020134228187919462,0.34757066781809537,0.4915391523114243,0.38885963444146265,55.894186902133924
POF04,0.024528301886792454,0.3992918259420683,0.5646839155919902,0.40889520945251123,77.32522796352583
BFC05,0.01911764705882353,0.3525119939553163,0.49852724275079074,0.39327090810194587,54.016786570743406
OCM05,0.02037351443123939,0.349629928048839,0.4944513860581975,0.389579902352247,51.98618097103828
BOD11,0.02727272727272727,0.40451991747794525,0.5720775535473553,0.408246856713973,60.18918263400437
CVL04,0.025,0.3872983346207417,0.5477225575051661,0.4024931554103401,48.887875332573174
PES09,0.024528301886792454,0.3992918259420683,0.5646839155919902,0.40889520945251123,61.280283129013426
BOD05,0.023636363636363636,0.39196474795109265,0.554321862524587,0.4064948616390716,53.95038167938931
OCM19,0.025145067698259187,0.4042807688212299,0.5717393462736052,0.41052044759909506,57.974053492745085
OCM14,0.023076923076923078,0.3721042037676254,0.5262348115842176,0.39734164855753373,43.36232412926246
UPS11,0.03255813953488372,0.47739603762933147,0.6751399510385769,0.43521616264281116,74.09802979336857
AMU10,0.022132796780684104,0.34889881383255317,0.4934174344178822,0.3862221958156801,41.416666666666664
BFC08,0.01870503597122302,0.34868715751078305,0.493118107177073,0.3919596440162866,61.87099207846096
OCM12,0.022222222222222223,0.36514837167011077,0.5163977794943223,0.3949581725430177,47.964454086528434
PES08,0.027522935779816515,0.4063712768871578,0.5746957711326908,0.40886030310640875,61.32332685855553
GRE14,0.022641509433962263,0.3685770701003707,0.5212466913156832,0.39613508238641276,46.17424242424242
LRE04,0.025590551181102362,0.40784627333980306,0.576781731120474,0.41167755317824134,53.897312474929805
CFE09,0.025,0.4031128874149275,0.570087712549569,0.4101406409964348,55.80017037848363
NOR06,0.026530612244897958,0.4152697672499609,0.5872801368884133,0.41407515257959565,54.91379310344828
BOD13,0.026200873362445413,0.39649116027305387,0.5607231762191973,0.40557527427399526,40.60830527497194
PES05,0.02926829268292683,0.4190581774617469,0.5926377579897538,0.41303885251438344,52.986915486915485
BRE11,0.027160493827160494,0.3865006029094686,0.5465943944999485,0.3993904692071418,64.85501567398119
AMU11,0.02857142857142857,0.41403933560541256,0.5855400437691199,0.41139103706149566,66.3762344695763
CFE02,0.032432432432432434,0.44112877325628463,0.6238502938920436,0.4202089095784257,83.53682170542635
AMU02,0.02926829268292683,0.4190581774617469,0.5926377579897538,0.41303885251438344,69.80718954248366
LRE05,0.028199566160520606,0.4281321992602098,0.6054703626824091,0.4181938526540431,54.423611111111114
ANT02,0.03282828282828283,0.46193488543715594,0.6532745799184878,0.4288198855440226,59.36413043478261
LDV03,0.017828200972447326,0.3131375182702646,0.442843325225661,0.3732208802819763,59.26447368421053
GRE06,0.028037383177570093,0.41015155621479793,0.5800418934273981,0.410109939933215,50.52777777777778
LYO09,0.023465703971119134,0.39054714928197126,0.5523170752607136,0.4060285720969913,87.56404958677686
LOR06,0.0325,0.4596194077712559,0.65,0.42810056494444443,61.90476190476191
UPS01,0.024,0.37947331922020555,0.5366563145999494,0.3998492922536637,63.51843910806175
BOD16,0.02702702702702703,0.43495883620084,0.6151246852292455,0.42225084537473945,61.726183063511826
BFC02,0.014736842105263158,0.32118202741878643,0.4542199791661351,0.3849007455368109,51.69491525423729
UPS03,0.027777777777777776,0.4249182927993987,0.6009252125773316,0.4171688352308114,65.18124522536287
GRE01,0.0262582056892779,0.3969247209933735,0.5613363236699856,0.40572001705139626,53.951388888888886
GRE04,0.03076923076923077,0.4296689244236597,0.6076436202502,0.41650109500206217,43.333333333333336
OCM07,0.026,0.41109609582188933,0.5813776741499453,0.41272905979586133,71.42857142857143
LOR09,0.02857142857142857,0.41403933560541256,0.5855400437691199,0.41139103706149566,67.75064267352185
LDV10,0.019696969696969695,0.3578132236660672,0.5060243137049899,0.3950792673470987,54.025695931477514
PES03,0.025,0.3872983346207417,0.5477225575051661,0.4024931554103401,48.484848484848484
UPS05,0.02391304347826087,0.36265926036768287,0.5128776445321725,0.39109552989299406,71.19047619047619
NOR10,0.03282828282828283,0.46193488543715594,0.6532745799184878,0.4288198855440226,50.285714285714285
PES11,0.025,0.3872983346207417,0.5477225575051661,0.4024931554103401,56.66666666666667
OCM15,0.02510460251046025,0.38810773641189056,0.5488672244956179,0.4027655483516263,80.92456140350878
AMU06,0.02620967741935484,0.41275041275061913,0.5837172315870185,0.41326318855088967,70.85714285714286
LRE08,0.03684210526315789,0.5078333750770082,0.7181848464596079,0.44427293714918475,63.840431572969905
OCM01,0.025925925925925925,0.42600643361512924,0.6024640760767093,0.41945932263895064,63.75
GRE07,0.030952380952380953,0.4485426135725303,0.6343350474165466,0.4246425821534755,46.666666666666664
PES07,0.026905829596412557,0.401789718109455,0.5682164685724541,0.4073404471687741,53.565438871473354
LYO11,0.027237354085603113,0.4366480030862637,0.6175135279477232,0.4227752224467777,54.25555555555556
BOD08,0.02666666666666667,0.4,0.565685424949238,0.4067451214120886,43.31670822942644
BRE15,0.022641509433962263,0.3685770701003707,0.5212466913156832,0.39613508238641276,52.23410404624278
LYO02,0.026,0.41109609582188933,0.5813776741499453,0.41272905979586133,47.72727272727273
BRE09,0.029213483146067417,0.43576099005009405,0.6162591020819703,0.4206162861877079,55.89300979173143
BRE13,0.021702838063439065,0.37559079782704197,0.531165600189534,0.40107027962974556,48.73716131064902
OCM13,0.03571428571428571,0.4629100498862757,0.6546536707079772,0.4271719383481265,52.0
LOR08,0.024489795918367346,0.3833259389999639,0.5421047417431508,0.40115337839470294,52.89772727272727
PES06,0.028384279475982533,0.42953209029580836,0.6074501075707971,0.418639484602016,65.88531538269758
BRE08,0.030952380952380953,0.4485426135725303,0.6343350474165466,0.4246425821534755,48.94018743109151
LOR10,0.027613412228796843,0.43965200511492936,0.6217618283580586,0.42370597532759474,65.90131222943722
NOR04,0.02926829268292683,0.4190581774617469,0.5926377579897538,0.41303885251438344,68.72687609075044
CVL01,0.028846153846153848,0.41602514716892186,0.5883484054145521,0.4120438296062475,49.38955823293173
LRE02,0.022044088176352707,0.34819891580810514,0.4924276291394298,0.3859725268012997,52.67222222222222
OCM17,0.026,0.41109609582188933,0.5813776741499453,0.41272905979586133,50.12722646310432
POF05,0.02727272727272727,0.40451991747794525,0.5720775535473553,0.408246856713973,48.21511699130221
GRE10,0.02280701754385965,0.38502677054341,0.5445100807792042,0.4042067984378816,43.84615384615385
HES06,0.03888888888888889,0.5217491947499509,0.7378647873726218,0.448353837362449,40.24096385542168
UPS04,0.027522935779816515,0.4063712768871578,0.5746957711326908,0.40886030310640875,59.58585670939377
CFE08,0.027896995708154508,0.425829158352272,0.6022133709957034,0.4174596130714961,65.29986477349561
CFE11,0.027083333333333334,0.4195731958391368,0.59336610396393,0.4154580858965045,74.28571428571428
LRE01,0.024,0.37947331922020555,0.5366563145999494,0.3998492922536637,56.238705980871785
LOR07,0.02826086956521739,0.42859730770726157,0.606128125356204,0.41834196826053976,54.726850227990184
OCM18,0.02610441767068273,0.41192076284091067,0.5825439294326871,0.41299541520154387,54.663762504033556
OCM06,0.022653721682847898,0.398216086792002,0.5631625906963907,0.41065308793214045,59.83184713375796
LRE09,0.025056947608200455,0.37123201888455487,0.5250013558936825,0.39409902277999376,43.9
GRE09,0.024528301886792454,0.3992918259420683,0.5646839155919902,0.40889520945251123,57.06231044940722
OCM20,0.03355704697986577,0.5016750465679883,0.7094756547606031,0.4437565259090628,97.76956066945607
BOD07,0.025540275049115914,0.40744544152469475,0.5762148693313172,0.41154765361062107,47.15658835546476
BRE07,0.02894736842105263,0.3990119375605064,0.5642880936468347,0.4036744347564394,51.42656500802568
HES05,0.029545454545454545,0.43822991060110733,0.619750683009635,0.42139712286718417,47.18187461204221
LYO14,0.026,0.41109609582188933,0.5813776741499453,0.41272905979586133,60.175619834710744
HES01,0.030952380952380953,0.4485426135725303,0.6343350474165466,0.4246425821534755,37.20179204778794
POF03,0.023636363636363636,0.39196474795109265,0.554321862524587,0.4064948616390716,33.84386588380717
LOR02,0.03111111111111111,0.4666666666666667,0.6599663291074443,0.4319774724895197,60.267857142857146
BRE05,0.021406727828746176,0.38710088452653174,0.5474433209040426,0.40706673305696245,56.25292397660819
CFE01,0.025925925925925925,0.42600643361512924,0.6024640760767093,0.41945932263895064,60.0
LRE03,0.031578947368421054,0.435285750066007,0.6155870112510925,0.4183223924141889,59.29896772507514
LDV04,0.013986013986013986,0.28968272975116055,0.40967324519935133,0.3678833893427404,49.211342021838675
OCM04,0.024489795918367346,0.3833259389999639,0.5421047417431508,0.40115337839470294,49.02982349360926
NOR11,0.01938610662358643,0.3410522536819227,0.48232072263488446,0.38656906574745914,56.27272727272727
BRE06,0.026694045174537988,0.4165468684728009,0.5890862307582769,0.4144860830833197,60.875
NOR07,0.03110047846889952,0.4496144015129485,0.635850784457874,0.4249784190601958,51.471177944862156
HES04,0.025179856115107913,0.41983210073284705,0.5937322507759797,0.4175216060388995,74.80794481841602
LYO13,0.020967741935483872,0.36917519226059214,0.5220925637866243,0.3989208807977056,51.101979722669384
AMU01,0.027906976744186046,0.4091966036822841,0.5786913866044946,0.40979463557315077,63.520586946999565
BRE16,0.023809523809523808,0.3933978962347216,0.5563486402641867,0.4069656387816758,73.58823529411765
POF01,0.027906976744186046,0.4091966036822841,0.5786913866044946,0.40979463557315077,41.04545454545455
LYO12,0.029545454545454545,0.43822991060110733,0.619750683009635,0.42139712286718417,54.45306284805091
PES10,0.021937842778793418,0.3628044330941403,0.5130829497708154,0.39415129342209476,44.932377295091804
AMU07,0.027659574468085105,0.42401324748473745,0.5996452852187752,0.4168796995958053,42.72727272727273
OCM16,0.022813688212927757,0.3699758495869244,0.5232248642363369,0.3966140757504276,61.1359649122807
BRE02,0.025,0.3872983346207417,0.5477225575051661,0.4024931554103401,49.50161812297735
CFE10,0.03015075376884422,0.4253287230050015,0.6015056485405026,0.41508837748878497,48.027354570637115
HES08,0.023076923076923078,0.3721042037676254,0.5262348115842176,0.39734164855753373,65.53700255992553
LYO04,0.02968036529680365,0.43922929595966587,0.6211640273377456,0.4217127655641688,69.50717703349282
OCM09,0.02553191489361702,0.3913968438320653,0.553518724817331,0.4038704057348137,59.682539682539684
LYO01,0.027083333333333334,0.4195731958391368,0.59336610396393,0.4154580858965045,64.69295410471881
UPL02,0.020484171322160148,0.33565300873354437,0.47468503720231336,0.38146611512546474,57.87809752198241
UPS07,0.0273972602739726,0.4054424270396916,0.5733821790809959,0.4085526493544446,54.75
BFC01,0.01627906976744186,0.33756997551928847,0.47739603762933147,0.39057033245069095,41.976190476190474
UPS13,0.023121387283236993,0.3724625131465205,0.5267415375673765,0.3974639879667622,68.12271062271063
GRE15,0.02553191489361702,0.3913968438320653,0.553518724817331,0.4038704057348137,52.41492414924149
NOR08,0.026829268292682926,0.384136662673268,0.5432512781572743,0.3985759030468213,45.55555555555556
BRE01,0.025,0.4031128874149275,0.570087712549569,0.4101406409964348,42.70712909441233
CVL03,0.029545454545454545,0.43822991060110733,0.619750683009635,0.42139712286718417,49.898989898989896
LDV09,0.01870748299319728,0.32076651393589234,0.4536323543632774,0.37603856843651867,54.79090909090909
UPS08,0.023715415019762844,0.37721676807715887,0.5334650693692644,0.3990832756265388,49.69857482185273
LYO10,0.022727272727272728,0.3692744729379982,0.5222329678670935,0.39637398076759717,42.96030245746692
LRE11,0.02631578947368421,0.4135850959342555,0.5848976518656018,0.413532393382315,43.32331792501284
LYO05,0.020761245674740483,0.35294117647058826,0.4991341984846218,0.39073477265965756,73.39682539682539
NOR02,0.02968036529680365,0.43922929595966587,0.6211640273377456,0.4217127655641688,58.97091258599757
UPS15,0.025,0.3872983346207417,0.5477225575051661,0.4024931554103401,53.333333333333336
OCM02,0.02528735632183908,0.37293492699144576,0.5274096316339225,0.3946927896004427,59.50521464952705
BFC03,0.02276707530647986,0.3846894715119184,0.5440330679142934,0.40409517562899555,39.42619047619048
AMU03,0.02391304347826087,0.36265926036768287,0.5128776445321725,0.39109552989299406,48.55555555555556
BFC06,0.016883116883116882,0.3312706744344566,0.46848748060169065,0.385916137748987,49.99652777777778
GRE11,0.024344569288389514,0.397793539885368,0.5625650191302901,0.40840568385036685,47.84956213511259
UPS14,0.021660649819494584,0.3605050608756658,0.5098311463945049,0.39335790231985895,49.53145466562519
CFE04,0.018656716417910446,0.30542361089076303,0.43193421279068006,0.3664124657392246,41.476190476190474
UPS02,0.027659574468085105,0.42401324748473745,0.5996452852187752,0.4168796995958053,66.31553834063097
LDV01,0.01756756756756757,0.3379189091915237,0.477889504360975,0.38823750087751085,48.81073446327684
LOR04,0.029227557411273485,0.45231946882586693,0.6396763273389353,0.427606182114921,62.29462070187877
LOR05,0.02092050209205021,0.32342311367657545,0.4573893537463482,0.37321399887804585,64.17828919265271
LDV08,0.022964509394572025,0.35539386836318115,0.5026028286234492,0.3885307193619065,59.875
BRE04,0.026262626262626262,0.4131671220064233,0.5843065474681431,0.4133976111779555,48.29854368932039
UPS09,0.025052192066805846,0.3877024018507431,0.5482939948619446,0.4026291636425852,51.826046403171276
PES01,0.030379746835443037,0.426940840178892,0.6037855265119532,0.4156136690845598,25.510416666666664
CVL02,0.021937842778793418,0.3628044330941403,0.5130829497708154,0.39415129342209476,48.024672656720135
LDV06,0.01875,0.33541019662496846,0.4743416490252569,0.3845730694583816,58.25067240451855
GRE08,0.024299065420560748,0.397421596335233,0.562039011517252,0.408284057458854,74.20292869623097
NOR03,0.021666666666666667,0.3752776749732567,0.5307227776030219,0.40096569693712997,49.5698554714384
BRE03,0.02258064516129032,0.3975732839729454,0.5622535302317492,0.41044672922808256,81.64582906333266
NOR09,0.02185792349726776,0.3621429841700741,0.5121475197315839,0.3939232516468721,44.66895085066163
LYO07,0.025,0.3872983346207417,0.5477225575051661,0.4024931554103401,50.398959236773635
GRE12,0.023622047244094488,0.37647348308289513,0.5324139056496683,0.3988305993197004,51.805577228724175
CFE05,0.024539877300613498,0.3837176876346476,0.5426587579753614,0.40128572156613634,46.67727272727272
BFC10,0.016417910447761194,0.3004971005894842,0.4249670751074407,0.36849438102734783,45.06376456161864
GRE05,0.024574669187145556,0.3996690502358747,0.5652173913043478,0.409018352582331,52.385408560311284
NOR01,0.027906976744186046,0.4091966036822841,0.5786913866044946,0.40979463557315077,61.42857142857143
BOD14,0.023622047244094488,0.37647348308289513,0.5324139056496683,0.3988305993197004,42.94450710579743
CFE07,0.025490196078431372,0.4070457892053472,0.575649675601062,0.41141809070752006,60.20833333333333
BFC09,0.018309859154929577,0.3449841800822789,0.487881306276521,0.39068481914565006,49.72347807231528
OCM03,0.024,0.37947331922020555,0.5366563145999494,0.3998492922536637,55.79947199265381
UPL01,0.03076923076923077,0.4296689244236597,0.6076436202502,0.41650109500206217,65.0
BOD02,0.02826086956521739,0.42859730770726157,0.606128125356204,0.41834196826053976,62.45699866103615
BRE10,0.02292768959435626,0.38604401609572414,0.5459486832355505,0.40454321822952527,51.753646492782984
CFE03,0.027450980392156862,0.4383570037596047,0.6199304198780667,0.42330501561736106,50.080906148867314
GRE02,0.028169014084507043,0.411113225896519,0.5814018997338111,0.4104272101295642,48.92994821634062
BOD15,0.023809523809523808,0.40824829046386296,0.5773502691896257,0.41385766572378135,69.41666666666666
CFE06,0.03255813953488372,0.47739603762933147,0.6751399510385769,0.43521616264281116,64.18589004229143
BFC04,0.018156424581005588,0.3435356746780985,0.4858328102887583,0.3901846899021627,55.26492104881936
BOD06,0.02391304347826087,0.36265926036768287,0.5128776445321725,0.39109552989299406,60.862420670897556
LDV07,0.017105263157894738,0.3334429644276751,0.4715595625715076,0.38667665110011784,54.997833884970625
GRE13,0.024714828897338403,0.4008071703858348,0.5668269362560315,0.4093896319377032,55.111264545588455
BOD04,0.027083333333333334,0.4195731958391368,0.59336610396393,0.4154580858965045,70.03039513677811
AMU05,0.028888888888888888,0.43333333333333335,0.6128258770283411,0.4198470143357533,50.10174418604652
AMU04,0.025,0.3872983346207417,0.5477225575051661,0.4024931554103401,76.2640099626401
LYO08,0.025590551181102362,0.40784627333980306,0.576781731120474,0.41167755317824134,45.48008213552362
AMU08,0.02666666666666667,0.4,0.565685424949238,0.4067451214120886,54.07762615859938
PES02,0.02280701754385965,0.38502677054341,0.5445100807792042,0.4042067984378816,37.9628093689868
LRE07,0.023636363636363636,0.39196474795109265,0.554321862524587,0.4064948616390716,69.3179834768443
HES02,0.021897810218978103,0.3624732559981062,0.5126145946300565,0.39403713550706654,58.34536836817159
POF02,0.02689486552567237,0.3846059807012861,0.5439149940775636,0.398737753714337,40.9
